"전철역코드","외부코드","전철역명","호선","정류장명","정류장ID","X좌표","Y좌표"
"0427","427","숙대입구","4","숙대입구역","03009","197574","449314"
"0428","428","삼각지","4","삼각지역","03008","197717","448503"
"2629","628","삼각지","6","삼각지역","03008","197717","448503"
"1002","134","남영","1","남영역","03230","197431","449195"
"0430","430","이촌","4","신용산초등학교","03219","197756","446705"
"1008","K111","이촌","K","신용산초등학교","03219","197756","446705"
"2818","817","가락시장","8","가락시장가락시장역","24385","210291","443922"
"2516","515","발산","5","발산전철역","16815","185822","451024"
"2514","513","송정","5","송정전철역","16816","183236","451360"
"4103","903","공항시장","9","송정전철역","16816","183236","451360"
"4102","902","김포공항","9","김포공항국내선","16817","182613","451180"
"2514","513","송정","5","송정전철역","16819","183301","451309"
"1006","139","영등포","1","영등포역","19819","191878","446371"
"2525","524","영등포시장","5","영등포시장전철역","19820","191620","446921"
"1006","139","영등포","1","신세계백화점","19821","191685","446434"
"2525","524","영등포시장","5","영등포시장전철역","19824","191584","446891"
"0237","237","당산","2","당산역","19825","191222","448358"
"4113","913","당산","9","당산역","19825","191222","448358"
"0237","237","당산","2","당산역","19826","191514","448139"
"4113","913","당산","9","당산역","19826","191514","448139"
"1954","314","백석","3","시외버스터미널","36176","181381","460534"
"1954","314","백석","3","시외버스터미널백석역","36175","181370","460498"
"1006","139","영등포","1","영등포역후문","19331","191866","446141"
"0156","126","신설동","1","신설동역","06102","202269","452962"
"0246","211-4","신설동","2","신설동역","06102","202269","452962"
"0241","241","이대","2","이대역","14208","195207","450705"
"0310","320","구파발","3","구파발역","12438","192873","459839"
"0425","425","회현","4","남대문시장악세사리전문상가","02124","197899","451014"
"0323","333","약수","3","약수동사거리","02192","201007","450696"
"2634","633","약수","6","약수동사거리","02192","201007","450696"
"0313","323","녹번","3","녹번역","12124","194263","455818"
"0313","323","녹번","3","녹번역","12101","194299","455827"
"2741","739","상도","7","상도시장","20161","195537","444649"
"2717","715","하계","7","하계역","11416","206021","459668"
"2722","720","상봉","7","지하철7호선상봉역","07166","207610","454989"
"1018","120","석계","1","석계역1번출구","11481","205752","457259"
"2645","644","석계","6","석계역1번출구","11481","205752","457259"
"0326","336","압구정","3","압구정역","23429","202538","447395"
"2639","638","보문","6","보문역","08179","201672","454038"
"2722","720","상봉","7","지하철7호선상봉역","07130","207704","455236"
"2813","812","강동구청","8","영파여자고등학교","25164","210721","448057"
"2549","548","강동","5","강동역현강여자정보고등학교","25125","211680","448530"
"2619","618","디지털미디어시티","6","수색전철역6호선앞","12007","191212","453281"
"2642","641","월곡","6","대농빌라앞","08272","203825","455813"
"1018","120","석계","1","기독병원","11814","205706","457302"
"2645","644","석계","6","기독병원","11814","205706","457302"
"0151","132","시청","1","시청덕수궁","02662","197950","451776"
"0201","201","시청","2","시청덕수궁","02662","197950","451776"
"2533","532","서대문","5","바비엥스위트","02664","197142","451735"
"0150","133","서울","1","서울역","02665","197603","450926"
"0426","426","서울","4","서울역","02665","197603","450926"
"0243","243","충정로","2","충정로역2호선","13253","196839","451138"
"2532","531","충정로","5","충정로역2호선","13253","196839","451138"
"2559","P553","개롱","5","개롱역3번출구","24348","211960","444258"
"2722","720","상봉","7","지하철7호선상봉역","07167","207589","454967"
"0424","424","명동","4","서울애니메이션센터숭의여대","02221","198897","451015"
"2511","510","방화","5","방화동삼익아파트","16314","183510","453068"
"2511","510","방화","5","방화3동주민센터","16313","183511","453234"
"0328","338","잠원","3","잠원역거목상가","22370","200931","445872"
"2735","733","반포","7","반포역","22371","201025","445527"
"0203","203","을지로3가","2","을지로3가","02161","199235","451846"
"0320","330","을지로3가","3","을지로3가","02161","199235","451846"
"0239","239","홍대입구","2","서교호텔","14222","192996","450538"
"1018","120","석계","1","석계역1번출구","11283","205751","457261"
"2645","644","석계","6","석계역1번출구","11283","205751","457261"
"2546","545","아차산","5","어린이대공원후문","05258","207998","450158"
"2548","547","천호","5","천호역","24101","210843","448641"
"2812","811","천호","8","천호역","24101","210843","448641"
"0156","126","신설동","1","동대문우체국","06163","202171","452807"
"0246","211-4","신설동","2","동대문우체국","06163","202171","452807"
"1458","443","금정","4","금정역","40090","194985","430270"
"1708","P149","금정","1","금정역","40090","194985","430270"
"0235","235","문래","2","문래역","19318","190653","446360"
"2714","712","마들","7","상계주공12단지1202동","11277","205276","462814"
"2714","712","마들","7","상계주공9단지","11191","205188","462776"
"0223","223","교대","2","지하철2호선교대역5","22170","201402","443896"
"0330","340","교대","3","지하철2호선교대역5","22170","201402","443896"
"2718","716","공릉","7","공릉신도2차아파트","11163","206300","458406"
"0247","234-1","도림천","2","신도림자동차학원","17830","189530","445878"
"4125","925","신논현","9","반포동","22192","202050","445223"
"4103","903","공항시장","9","기업은행공항동지점","16121","183339","451712"
"2648","647","봉화산","6","봉화산역3번출구","07297","208206","457444"
"2648","647","봉화산","6","봉화산역2번출구","07296","208199","457482"
"2648","647","봉화산","6","신내우체국","07289","207915","457434"
"2821","820","복정","8","복정역","24340","211175","441093"
"1031","K222","복정","B","복정역","24340","211175","441093"
"2525","524","영등포시장","5","영등포시장","19120","191584","446875"
"2525","524","영등포시장","5","영등포시장","19104","191621","446939"
"2555","P549","둔촌동","5","둔촌동역","25246","212032","447654"
"2628","627","효창공원앞","6","효창공원앞역","03179","196646","448862"
"2530","529","공덕","5","서울대동창회관","14152","195648","449205"
"2636","635","신당","6","성동공업고등학교앞","02180","201425","452133"
"2747","745","남구로","7","남구로역","17120","190008","442909"
"1822","149","중동","1","부천여고","46090","179036","443255"
"0207","207","상왕십리","2","상왕십리역","04102","202535","451690"
"0331","341","남부터미널","3","BC카드앞","22156","201258","442816"
"2516","515","발산","5","등촌3동그랜드백화점","16220","185775","451200"
"0154","129","종로5가","1","종로5가","01179","199989","452350"
"0207","207","상왕십리","2","상왕십리역","04101","202604","451632"
"2544","543","장한평","5","장한평역","04003","205840","451298"
"1453","438","과천","4","과천도서관","37004","199523","436930"
"0245","211-2","신답","2","답십리청소년독서실","06362","204130","452608"
"0205","205","동대문역사문화공원","2","광희동","02170","200638","451728"
"0422","422","동대문역사문화공원","4","광희동","02170","200638","451728"
"2537","536","동대문역사문화공원","5","광희동","02170","200638","451728"
"0238","238","합정","2","홀트아동복지회","14218","192241","449952"
"2623","622","합정","6","홀트아동복지회","14218","192241","449952"
"0334","344","도곡","3","그랑프리백화점","23456","204919","443384"
"1025","K217","도곡","B","그랑프리백화점","23456","204919","443384"
"0334","344","도곡","3","그랑프리백화점","23232","204940","443391"
"1025","K217","도곡","B","그랑프리백화점","23232","204940","443391"
"0418","418","성신여대입구","4","돈암사거리성신여대입구","08007","201602","454913"
"0417","417","길음","4","길음뉴타운","08003","202135","456010"
"1701","141","구로","1","구로기계공구상가","17146","189330","444913"
"2731","729","청담","7","우리은행청담지점","23171","205031","446848"
"2733","731","학동","7","학동역","23132","202685","446192"
"2733","731","학동","7","학동역","23114","202668","446151"
"0218","218","종합운동장","2","종합운동장","24154","206416","445665"
"0158","124","청량리","1","청량리역","06755","204088","453437"
"0245","211-2","신답","2","신답역","06758","204222","452340"
"0230","230","신림","2","신림사거리","21117","193583","442707"
"0245","211-2","신답","2","신답역","04217","204205","452294"
"2713","711","수락산","7","두산아파트","11195","204700","464315"
"0329","339","고속터미널","3","강남성모병원사거리","22215","200500","444812"
"2736","734","고속터미널","7","강남성모병원사거리","22215","200500","444812"
"0238","238","합정","2","합정역","14220","192518","450085"
"2623","622","합정","6","합정역","14220","192518","450085"
"0238","238","합정","2","합정역","14219","192545","450179"
"2623","622","합정","6","합정역","14219","192545","450179"
"0239","239","홍대입구","2","홍대입구역","14225","193248","450773"
"0414","414","수유","4","수유역강북구청","09272","202299","459894"
"2751","749","천왕","7","농협사거리","17843","185854","442791"
"0428","428","삼각지","4","삼각지역","03007","197704","448423"
"2629","628","삼각지","6","삼각지역","03007","197704","448423"
"2530","529","공덕","5","공덕역","14003","195662","449349"
"2627","626","공덕","6","공덕역","14003","195662","449349"
"2529","528","마포","5","마포역","14001","195403","449050"
"0215","215","잠실나루","2","성내역","24125","209361","446611"
"2816","815","석촌","8","석촌동한솔아파트앞","24180","209299","445012"
"4125","925","신논현","9","교보타워앞","22172","202181","444880"
"0228","228","서울대입구","2","서울대입구역","21330","195794","442369"
"0314","324","홍제","3","홍제역","13125","195190","454206"
"0216","216","잠실","2","잠실중학교","24130","208924","446417"
"2548","547","천호","5","천호역현대백화점","25161","210942","448983"
"2812","811","천호","8","천호역현대백화점","25161","210942","448983"
"2529","528","마포","5","마포역","14002","195298","448980"
"1455","440","인덕원","4","인덕원사거리인덕원역","56035","197845","433743"
"2628","627","효창공원앞","6","새마을금고","03312","196425","448624"
"0333","343","매봉","3","매봉역","23323","203994","442956"
"2554","553","상일동","5","신한은행","25165","214582","450928"
"2534","533","광화문","5","광화문","02661","197929","452206"
"2742","740","장승배기","7","상도초등학교입구","20149","194410","444878"
"1006","139","영등포","1","영등포역","19300","191687","446417"
"1003","135","용산","1","용산역광장앞","03258","196999","447715"
"0429","429","신용산","4","용산역광장앞","03258","196999","447715"
"1290","K110","용산","K","용산역광장앞","03258","196999","447715"
"1854","K226","야탑","B","야탑역","47112","211414","434704"
"1020","118","월계","1","월계역","11329","205217","459401"
"0317","327","경복궁","3","경복궁역","01778","197467","452917"
"0312","322","불광","3","불광역","12739","193872","456648"
"2613","612","불광","6","불광역","12739","193872","456648"
"1019","119","광운대","1","성북역","11279","205477","458085"
"0230","230","신림","2","신림사거리","21108","193676","442763"
"0332","342","양재","3","양재역","22289","203083","442656"
"4110","910","염창","9","염창동도시가스","15683","189117","449711"
"4109","909","등촌","9","강서보건소","15684","188269","450011"
"4110","910","염창","9","염창동도시가스","16810","189125","449758"
"2732","730","강남구청","7","청담동래미안아파트","23177","203785","446467"
"0414","414","수유","4","수유역강북구청","09003","202129","459676"
"2639","638","보문","6","보문역","08326","201719","453998"
"2544","543","장한평","5","북한연구소앞","06250","205844","451555"
"0237","237","당산","2","당산역","19176","191377","448383"
"4113","913","당산","9","당산역","19176","191377","448383"
"0220","220","선릉","2","선릉역","23259","204457","445023"
"1023","K215","선릉","B","선릉역","23259","204457","445023"
"0221","221","역삼","2","역삼역","23283","203102","444559"
"0310","320","구파발","3","구파발역","12385","192820","459654"
"0313","323","녹번","3","녹번동대림JR아파트앞","12421","194443","455533"
"4122","922","신반포","9","신반포","22791","199594","444888"
"0329","339","고속터미널","3","강남고속버스터미널","22793","200348","445183"
"2736","734","고속터미널","7","강남고속버스터미널","22793","200348","445183"
"4123","923","고속터미널","9","강남고속버스터미널","22793","200348","445183"
"0152","131","종각","1","청계1가광교","01174","198669","452133"
"0237","237","당산","2","당산동삼성래미안아파트","19175","191480","448197"
"4113","913","당산","9","당산동삼성래미안아파트","19175","191480","448197"
"0216","216","잠실","2","잠실역","24133","208792","446135"
"4119","919","흑석","9","흑석1동빗물펌프장","20125","196757","445435"
"0232","232","구로디지털단지","2","구로디지털단지역","17013","191357","442742"
"0159","127","동묘앞","1","동대문","01232","201248","452579"
"2637","636","동묘앞","6","동대문","01232","201248","452579"
"4119","919","흑석","9","중앙대학교","20194","196585","445381"
"0151","132","시청","1","서소문","02134","197822","451575"
"0201","201","시청","2","서소문","02134","197822","451575"
"2614","613","독바위","6","불광파출소앞독바위역앞","12291","194092","457565"
"0250","211-3","용두","2","동대문구청앞","06316","203562","452615"
"0243","243","충정로","2","충정로역5호선","13239","196748","451290"
"2532","531","충정로","5","충정로역5호선","13239","196748","451290"
"0242","242","아현","2","아현역","13138","196213","450892"
"0214","214","강변","2","강변역","05161","208292","448459"
"1906","110","의정부","1","의정부역","61009","204206","471050"
"4112","912","선유도","9","당산초등학교앞","19220","190686","448834"
"0331","341","남부터미널","3","남부터미널","22155","201538","442611"
"4106","906","양천향교","9","등촌주공12단지","16356","186099","451879"
"0153","130","종로3가","1","종로3가","01767","199183","452338"
"0319","329","종로3가","3","종로3가","01767","199183","452338"
"2535","534","종로3가","5","종로3가","01767","199183","452338"
"0153","130","종로3가","1","종로3가","01768","199206","452289"
"0319","329","종로3가","3","종로3가","01768","199206","452289"
"2535","534","종로3가","5","종로3가","01768","199206","452289"
"0154","129","종로5가","1","동대문종합시장종로6가","01771","200284","452366"
"0243","243","충정로","2","충정로역","13767","196770","451343"
"2532","531","충정로","5","충정로역","13767","196770","451343"
"2640","639","안암","6","안암전철역","08301","202697","454080"
"1706","P147","안양","1","대동문고","57001","192867","433561"
"2619","618","디지털미디어시티","6","수색전철역6호선앞","12008","191296","453227"
"0328","338","잠원","3","잠원역매일상가","22369","201106","445979"
"1005","137","대방","1","대방역","19307","193443","446007"
"0247","234-1","도림천","2","우성3차아파트상가","17291","189676","445979"
"1007","140","신도림","1","신도림역","17833","190275","445702"
"0234","234","신도림","2","신도림역","17833","190275","445702"
"1021","117","녹천","1","녹천역북부역","10243","204468","460673"
"2739","737","남성","7","사당시장","20181","197619","442673"
"0243","243","충정로","2","충정로역","13768","196756","451211"
"2532","531","충정로","5","충정로역","13768","196756","451211"
"0242","242","아현","2","아현역","13769","196226","450891"
"0241","241","이대","2","이대입구역","13770","195161","450825"
"0242","242","아현","2","아현역","14807","196226","450853"
"0241","241","이대","2","이대입구역","14808","195164","450782"
"1952","316","화정","3","별빛마을8단지","35400","185021","459367"
"2521","520","목동","5","목동역","15254","188119","447371"
"2723","721","면목","7","면목복개천","07226","207589","454263"
"1805","150","송내","1","송내역","46731","178200","443181"
"0260","234-4","까치산","2","유림아파트","16189","186236","447885"
"2612","611","역촌","6","역촌역역촌오거리","12153","193150","456339"
"2750","748","광명사거리","7","국민은행광명지점","38016","187165","442300"
"2625","624","광흥창","6","광흥창역","14129","194171","449751"
"0340","350","가락시장","3","가락시장역","24444","210590","443713"
"2818","817","가락시장","8","가락시장역","24444","210590","443713"
"2524","523","영등포구청","5","현대아파트","19167","190823","447074"
"0236","236","영등포구청","2","영등포구청","19168","190891","447424"
"2524","523","영등포구청","5","영등포구청","19168","190891","447424"
"2648","647","봉화산","6","신내6단지아파트","07367","208104","457428"
"0204","204","을지로4가","2","을지로4가","02163","199723","451878"
"2536","535","을지로4가","5","을지로4가","02163","199723","451878"
"2516","515","발산","5","발산역원당사거리","16325","185806","451114"
"0333","343","매봉","3","매봉역입구","23749","204092","442875"
"2638","637","창신","6","창신동창신시장","01238","201339","453252"
"0151","132","시청","1","시청앞","02128","197941","451451"
"0201","201","시청","2","시청앞","02128","197941","451451"
"2749","747","철산","7","철산역","38611","188216","441685"
"2749","747","철산","7","철산역","38612","188254","441678"
"4106","906","양천향교","9","가양사거리","16309","185930","451942"
"0153","130","종로3가","1","종로3가","01183","199024","452280"
"0319","329","종로3가","3","종로3가","01183","199024","452280"
"2535","534","종로3가","5","종로3가","01183","199024","452280"
"0152","131","종각","1","종로2가","01187","198714","452274"
"0154","129","종로5가","1","종로5가효제초등","01205","200190","452597"
"0156","126","신설동","1","신설동역","06101","202260","452994"
"0246","211-4","신설동","2","신설동역","06101","202260","452994"
"0157","125","제기동","1","제기동서울약령시장","06105","203209","453199"
"0158","124","청량리","1","청량리역환승센타","06016","204070","453416"
"1821","145","온수","1","온수역","17184","184420","443723"
"2752","750","온수","7","온수역","17184","184420","443723"
"1821","145","온수","1","온수역","17185","184431","443710"
"2752","750","온수","7","온수역","17185","184431","443710"
"0334","344","도곡","3","중대부고","23220","204872","443614"
"1025","K217","도곡","B","중대부고","23220","204872","443614"
"0220","220","선릉","2","한국학원앞","23258","204418","444815"
"1023","K215","선릉","B","한국학원앞","23258","204418","444815"
"4111","911","신목동","9","용왕산","15143","189624","449543"
"2732","730","강남구청","7","강남구청역","23178","203627","446542"
"2812","811","천호","8","천호사거리천호역","25130","211128","448692"
"2821","820","복정","8","복정역","24306","211231","441193"
"1031","K222","복정","B","복정역","24306","211231","441193"
"0150","133","서울","1","남대문시장","02249","197933","450912"
"0425","425","회현","4","남대문시장","02249","197933","450912"
"0427","427","숙대입구","4","숙대입구역","03229","197426","449430"
"0150","133","서울","1","서울역","03198","197684","450454"
"0426","426","서울","4","서울역","03198","197684","450454"
"0327","337","신사","3","신사사거리","23111","201930","446373"
"0326","336","압구정","3","현대아파트","23148","202720","447677"
"0150","133","서울","1","서울역","02673","197552","450619"
"0426","426","서울","4","서울역","02673","197552","450619"
"4119","919","흑석","9","흑석동","20782","196946","445362"
"4119","919","흑석","9","흑석동","20783","196914","445338"
"4125","925","신논현","9","제일생명사거리","22796","202057","444937"
"4121","921","구반포","9","구반포","22792","199012","444712"
"2528","527","여의나루","5","여의나루역","19139","193957","447543"
"2744","742","보라매","7","보라매역","19346","192905","444484"
"0239","239","홍대입구","2","청기와주유소","14182","193017","450710"
"0155","128","동대문","1","동대문운동장","02175","200874","452106"
"1020","118","월계","1","인덕공고","11473","205038","459204"
"0418","418","성신여대입구","4","성신여대입구","08269","201435","454875"
"2530","529","공덕","5","아현동주민센터","14005","195839","449656"
"2627","626","공덕","6","아현동주민센터","14005","195839","449656"
"2822","821","산성","8","성남기능대학","48612","213451","439904"
"4119","919","흑석","9","흑석2동명수대현대아파트","20127","196897","445401"
"2740","738","숭실대입구","7","숭실대입구역","20165","195875","444085"
"4119","919","흑석","9","중앙대학교","20196","196636","445491"
"0207","207","상왕십리","2","양지경로당","04252","202536","451928"
"2559","P553","개롱","5","오금동상아아파트","24251","212021","444258"
"2533","532","서대문","5","서대문사거리","13135","196947","451914"
"1707","P148","명학","1","명학초등학교","57046","194321","431328"
"0410","410","상계","4","상계역","11391","206561","462454"
"2728","726","어린이대공원","7","화양천주교회앞","05234","206503","449606"
"0250","211-3","용두","2","동대문구청앞","06160","203492","452668"
"2642","641","월곡","6","월곡역","08133","203728","455931"
"2534","533","광화문","5","광화문한국통신","01118","197997","452475"
"2826","825","수진","8","성남여고","49004","212466","437402"
"0155","128","동대문","1","동대문","01237","200989","452490"
"0421","421","동대문","4","동대문","01237","200989","452490"
"2747","745","남구로","7","남구로역","17245","190007","442842"
"4106","906","양천향교","9","가양한강타운아파트","16227","186158","452334"
"4106","906","양천향교","9","가양사거리휴먼빌아파트","16225","186006","452177"
"4112","912","선유도","9","한신아파트","19211","190464","448794"
"0221","221","역삼","2","역삼역","23282","203210","444695"
"0414","414","수유","4","수유3동우체국","09246","202433","460049"
"0239","239","홍대입구","2","서교호텔","14809","192979","450580"
"0239","239","홍대입구","2","서교호텔","14810","192992","450533"
"0240","240","신촌","2","신촌전철역","14811","194245","450728"
"0240","240","신촌","2","신촌전철역","14812","194292","450658"
"0238","238","합정","2","합정역","14813","192436","450084"
"2623","622","합정","6","합정역","14813","192436","450084"
"0312","322","불광","3","양광교회앞","12248","193737","456525"
"2613","612","불광","6","양광교회앞","12248","193737","456525"
"0310","320","구파발","3","구파발역","12116","192826","459525"
"2617","616","새절","6","응암오거리","12419","192582","454596"
"1018","120","석계","1","석계역굴다리앞","08339","205777","457190"
"2645","644","석계","6","석계역굴다리앞","08339","205777","457190"
"0340","350","가락시장","3","문정로데오거리입구","24335","210578","443504"
"2818","817","가락시장","8","문정로데오거리입구","24335","210578","443504"
"0414","414","수유","4","강북구청","09146","202296","460086"
"2516","515","발산","5","원당사거리발산역","16112","185800","450986"
"2514","513","송정","5","송정역","16116","183243","451317"
"2747","745","남구로","7","학원앞","17252","190136","443136"
"4122","922","신반포","9","반포2동주민센터","22364","199559","444842"
"0432","432","총신대입구(이수)","4","이수역","22344","198457","443101"
"2738","736","총신대입구(이수)","7","이수역","22344","198457","443101"
"0154","129","종로5가","1","종로5가","01206","200044","452400"
"2716","714","중계","7","어린이교통공원","11372","205540","460645"
"0205","205","동대문역사문화공원","2","광희동","02171","200710","451738"
"0422","422","동대문역사문화공원","4","광희동","02171","200710","451738"
"2537","536","동대문역사문화공원","5","광희동","02171","200710","451738"
"0260","234-4","까치산","2","화곡전화국","16187","186556","447845"
"2519","518","까치산","5","화곡전화국","16187","186556","447845"
"2513","512","김포공항","5","한국공항공사이마트공항점","16410","182240","451460"
"2513","512","김포공항","5","한국공항공사이마트공항점","16411","182203","451463"
"0232","232","구로디지털단지","2","구로디지털단지역환승센터","17014","191337","442819"
"2628","627","효창공원앞","6","새마을금고","03313","196415","448637"
"0156","126","신설동","1","신설동로타리","01243","202001","452920"
"0246","211-4","신설동","2","신설동로타리","01243","202001","452920"
"2721","719","중화","7","신동신약국","07394","206852","455952"
"1763","445","수리산","4","수리산역","40609","193435","427715"
"0323","333","약수","3","동호터널입구","02193","201093","450392"
"2634","633","약수","6","동호터널입구","02193","201093","450392"
"0317","327","경복궁","3","적선동","01115","197545","453041"
"0202","202","을지로입구","2","롯데백화점","02140","198413","451657"
"0434","434","남태령","4","전원마을","22623","198962","440714"
"0425","425","회현","4","남대문시장","02145","198036","450976"
"0329","339","고속터미널","3","고속터미널호남선","22220","200235","445088"
"2736","734","고속터미널","7","고속터미널호남선","22220","200235","445088"
"4123","923","고속터미널","9","고속터미널호남선","22220","200235","445088"
"2731","729","청담","7","경기고교","23170","204970","446815"
"2732","730","강남구청","7","강남구청역","23127","203592","446560"
"0240","240","신촌","2","신촌역2호선","13142","194591","450707"
"2734","732","논현","7","신사역","22016","201822","445944"
"4125","925","신논현","9","논현역","22014","202099","445211"
"0332","342","양재","3","뱅뱅사거리","22006","202918","443055"
"1018","120","석계","1","석계역2번출구","11284","205874","457252"
"2645","644","석계","6","석계역2번출구","11284","205874","457252"
"1950","318","삼송","3","삼송동차고지","35480","190784","461487"
"0222","222","강남","2","강남역","22173","202322","444518"
"0222","222","강남","2","강남역","23285","202376","444525"
"2549","548","강동","5","동주병원","25227","211824","448323"
"0224","224","서초","2","서초역","22135","200643","443751"
"0152","131","종각","1","종로1가","01188","198360","452273"
"0154","129","종로5가","1","종로5가","01178","199999","452351"
"0202","202","을지로입구","2","우리은행종로지점","02139","198492","452003"
"0248","234-2","양천구청","2","목동12단지13단지사잇길","15187","187899","446011"
"0409","409","당고개","4","흥안운수종점","11225","207122","463360"
"2527","526","여의도","5","여의도역","19290","193222","447093"
"4115","915","여의도","9","여의도역","19290","193222","447093"
"0219","219","삼성","2","삼성역","23438","205628","445315"
"0339","349","수서","3","수서역수서전화국앞","23403","208847","443229"
"1030","K221","수서","B","수서역수서전화국앞","23403","208847","443229"
"2511","510","방화","5","방화전철역","16131","183427","453062"
"2821","820","복정","8","복정역환승주차장","24407","211262","441202"
"1031","K222","복정","B","복정역환승주차장","24407","211262","441202"
"2821","820","복정","8","복정역","24420","211231","441186"
"1031","K222","복정","B","복정역","24420","211231","441186"
"0152","131","종각","1","종로2가","01765","198684","452318"
"0228","228","서울대입구","2","서울대입구역","21252","195822","442330"
"0236","236","영등포구청","2","영등포구청","19169","190843","447336"
"2524","523","영등포구청","5","영등포구청","19169","190843","447336"
"1032","138","신길","1","영등포여자고등학교","19338","192692","446153"
"2526","525","신길","5","영등포여자고등학교","19338","192692","446153"
"1706","P147","안양","1","교보생명","57023","192830","433543"
"1704","P145","석수","1","석수역","18771","191446","437318"
